확인날짜,플랫폼,순위,작품명,작가명,론칭일,지표종류,지표값,키워드,URL
2026-09-13,카카오페이지,1,대통령 집안의 액받이 며느리였습니다,최서하,2026-09-11,뷰수,"167,203",#걸크러쉬 #로맨틱코미디 #순정남 #상처녀 #운명 #복수물,https://page.kakao.com/content/70357033
2026-09-13,카카오페이지,2,깨알 부부,하윤미,2026-09-09,뷰수,"204,881",#현대로맨스 #오해물 #시월드 #짝사랑 #첫사랑 #재벌남 #카리스마남 #후회남 #오빠 #기억상실 #사이다남 #선배 #평범녀 #상처녀 #짝사랑녀,https://page.kakao.com/content/70397358
2026-09-13,카카오페이지,3,전교 1등이 회귀를 숨김,유지민,2024-11-29,뷰수,"13,007,659",#학원물 #회귀물 #첫사랑 #까칠남 #능글남 #순정남 #후회남 #직진남 #평범녀 #철벽녀 #삼각관계 #로맨틱코미디,https://page.kakao.com/content/65530797
2026-09-13,카카오페이지,4,반파부군태총아,미단개화,2026-09-10,뷰수,"72,973",#동양풍 #빙의물 #차원이동 #운명 #까칠남 #능력남 #능력녀 #애교녀 #엉뚱발랄녀 #로맨틱코미디 #달달물 #권선징악 #개그물,https://page.kakao.com/content/70524310
2026-09-13,카카오페이지,5,탑 아이돌 삼촌이 넷이나 생김,해강,2026-01-16,뷰수,"13,773,147",#육아물 #회귀물 #운명 #다정남 #까칠남 #츤데레남 #힐링물 #드라마 #연예계물,https://page.kakao.com/content/68283715
2026-09-13,카카오페이지,6,오빠 친구는 남자가 아니었는데,허이령,2026-09-07,뷰수,"200,438",#현대로맨스 #소유욕/독점욕 #오빠 #능력남 #재벌남 #계략남 #능력녀 #상처녀 #외유내강 #달달물,https://page.kakao.com/content/70248520
2026-09-13,카카오페이지,7,무명 여배우인데 모두 날 알아,크트밀,2024-12-30,뷰수,"21,235,261",#현대로맨스 #캠퍼스물 #연예계물 #회귀물 #운명 #능력녀 #걸크러쉬 #외유내강 #소유욕/독점욕 #능력남 #경쟁구도 #라이벌/앙숙 #드라마,https://page.kakao.com/content/65721646
2026-09-13,카카오페이지,8,이번 생엔 남편 말고 오스카상이요,이그나르,2026-04-30,뷰수,"5,033,501",#현대로맨스 #연예계물 #회귀물 #천재 #연하남 #능력남 #존댓말남 #능력녀 #상처녀 #드라마,https://page.kakao.com/content/69113551
2026-09-13,카카오페이지,9,고대렵호적양가일상,"금일불상조,박혜형",2026-09-10,뷰수,"70,165",#해외로맨스 #동양풍 #다정녀 #힐링물,https://page.kakao.com/content/70410644
2026-09-13,카카오페이지,10,오빠 친구의 불순한 과외,예주하,2026-08-30,뷰수,"566,509",#현대로맨스 #동거물 #오빠 #다정남 #츤데레남 #유혹남 #재벌남 #능력남 #절륜남 #순정녀 #직진녀 #달달물 #로맨틱코미디,https://page.kakao.com/content/70324023
2026-09-13,카카오페이지,11,백호 가문의 아기 솜뭉치,꿀끼,2024-12-07,뷰수,"29,126,790",#로맨스판타지 #동양풍 #육아물 #수인물 #힐링물 #성장물 #능력녀 #다정남 #순정남 #능력남 #가족후회물 #권선징악,https://page.kakao.com/content/65575525
2026-09-13,카카오페이지,12,의술 명가 시한부 막내딸은 천재 의원,빅노아,2026-08-28,뷰수,"435,529",#동양풍 #육아물 #회귀물 #성장물 #다정남 #대형견남 #직진남 #능력녀 #외유내강 #치유물 #권선징악 #냉정남 #전문직물 #까칠남 #복수물,https://page.kakao.com/content/69943182
2026-09-13,카카오페이지,13,광고천재 조선시대에 떨어지다,단홍,2026-09-05,뷰수,"163,174",#전문직물 #타임슬립 #퓨전사극,https://page.kakao.com/content/70332128
2026-09-13,카카오페이지,14,미친 전무님의 애착 변호사,진하리,2026-08-12,뷰수,"647,910",#오해물 #복수물 #원나잇 #재벌남 #사이다남 #계략남 #능글남 #유혹남 #오만남 #카리스마남 #능력녀 #상처녀 #전문직물 #로맨틱코미디 #달달물,https://page.kakao.com/content/70142886
