확인날짜,플랫폼,순위,작품명,작가명,론칭일,지표종류,지표값,키워드,URL
2026-08-24,카카오페이지,1,전무님과 밤마다 [19세 완전판],스밀라,2026-08-22,뷰수,"136,159",#현대로맨스 #원나잇 #몸정>맘정 #오피스물 #첫사랑 #재벌남 #카리스마남 #능력남 #절륜남 #직진남 #순정녀 #다정녀 #상처녀 #짝사랑녀 #나이차커플,https://page.kakao.com/content/69937954
2026-08-24,카카오페이지,2,탑 아이돌 삼촌이 넷이나 생김,해강,2026-01-16,뷰수,"12,950,961",#육아물 #회귀물 #운명 #다정남 #까칠남 #츤데레남 #힐링물 #드라마 #연예계물,https://page.kakao.com/content/68283715
2026-08-24,카카오페이지,3,오싹한 선배 [19세 완전판],우아진,2026-08-16,뷰수,"392,261",#현대로맨스 #캠퍼스물 #까칠남 #능글남 #유혹남 #재벌남 #절륜남 #선배 #능력녀 #자상녀 #엉뚱발랄녀 #철벽녀 #로맨틱코미디,https://page.kakao.com/content/69994141
2026-08-24,카카오페이지,4,"천재 작곡가, 다시 시작합니다",우드아트,2026-02-13,뷰수,"2,540,057",#전문직물 #회귀물 #복수물 #악녀 #능력녀,https://page.kakao.com/content/68535570
2026-08-24,카카오페이지,5,계약 아내에게 미쳐서,최리본,2026-08-18,뷰수,"220,872",#현대로맨스 #계략남 #집착남 #애잔물 #상처녀,https://page.kakao.com/content/70229845
2026-08-24,카카오페이지,6,이번 생엔 남편 말고 오스카상이요,이그나르,2026-04-30,뷰수,"4,445,777",#현대로맨스 #연예계물 #회귀물 #천재 #연하남 #능력남 #존댓말남 #능력녀 #상처녀 #드라마,https://page.kakao.com/content/69113551
2026-08-24,카카오페이지,7,전무님과 밤마다,스밀라,2026-08-22,뷰수,"52,905",#현대로맨스 #원나잇 #몸정>맘정 #오피스물 #첫사랑 #재벌남 #카리스마남 #능력남 #절륜남 #직진남 #순정녀 #다정녀 #상처녀 #짝사랑녀 #나이차커플,https://page.kakao.com/content/69937949
2026-08-24,카카오페이지,8,백호 가문의 아기 솜뭉치,꿀끼,2024-12-07,뷰수,"28,857,808",#로맨스판타지 #동양풍 #육아물 #수인물 #힐링물 #성장물 #능력녀 #다정남 #순정남 #능력남 #가족후회물 #권선징악,https://page.kakao.com/content/65575525
2026-08-24,카카오페이지,9,오싹한 선배,우아진,2026-08-16,뷰수,"210,017",#현대로맨스 #캠퍼스물 #까칠남 #능글남 #재벌남 #유혹남 #절륜남 #선배 #능력녀 #엉뚱발랄녀 #철벽녀 #자상녀 #로맨틱코미디,https://page.kakao.com/content/69994110
2026-08-24,카카오페이지,10,어린 아내의 사정 [19세 완전판],차가울(미캉),2026-06-20,뷰수,"864,355",#현대로맨스 #재벌남 #오빠 #절륜남,https://page.kakao.com/content/69349122
2026-08-24,카카오페이지,11,무명 여배우인데 모두 날 알아,크트밀,2024-12-30,뷰수,"20,630,079",#현대로맨스 #캠퍼스물 #연예계물 #회귀물 #운명 #능력녀 #걸크러쉬 #외유내강 #소유욕/독점욕 #능력남 #경쟁구도 #라이벌/앙숙 #드라마,https://page.kakao.com/content/65721646
2026-08-24,카카오페이지,12,미친 전무님의 애착 변호사,진하리,2026-08-12,뷰수,"457,796",#오해물 #복수물 #원나잇 #재벌남 #사이다남 #계략남 #능글남 #유혹남 #오만남 #카리스마남 #능력녀 #상처녀 #전문직물 #로맨틱코미디 #달달물,https://page.kakao.com/content/70142886
2026-08-24,카카오페이지,13,연프에서 애아빠를 만났다,토오끼,2026-07-31,뷰수,"1,127,928",#현대로맨스 #재회물 #베이비메신저 #첫사랑 #까칠남 #능글남 #소유욕/독점욕 #외유내강 #철벽녀 #상처녀 #친구>연인 #능력남,https://page.kakao.com/content/69836997
2026-08-24,카카오페이지,14,어린 아내의 사정,차가울(미캉),2026-06-20,뷰수,"369,542",#현대로맨스 #재벌남 #정략결혼 #나이차커플,https://page.kakao.com/content/69349121
2026-08-24,카카오페이지,15,장희빈의 애기나인으로 살아남기,김정화,2026-05-14,뷰수,"1,824,326",#궁정로맨스 #동양풍 #타임슬립 #육아물 #성장물 #왕족/귀족 #신분차이 #드라마,https://page.kakao.com/content/69120696
2026-08-24,리디북스,1,멜팅 슈가(Melting Sugar),베지터블,2026-05-21,별점(리뷰수),"4.6(1,576)",#현대물 #나이차커플 #첫사랑 #능글남 #달달물 #키잡물 #짝사랑남 #짝사랑녀 #순정녀 #별점1000개이상 #5000~1만원 #리뷰1000개이상 #10%할인 #평점4점이상 #단행본 #베지터블 #폴라리스,https://ridibooks.com/books/297089863
2026-08-24,리디북스,2,해일주의보,그일도,2026-08-21,별점(리뷰수),4.6(194),#현대물 #19+ #로맨틱코미디 #사내연애 #첫사랑 #친구>연인 #순정남 #동정남 #계략남 #상처녀 #능글남 #재벌남 #달달물 #사차원남 #소유욕/독점욕/질투 #뇌섹남 #능력남 #직진남 #유혹남 #오만남 #평범녀 #다정녀 #짝사랑녀 #순정녀 #철벽녀 #동정녀 #츤데레남 #별점100개이상 #1만원~2만원 #평점4점이상 #리뷰100개이상 #단행본 #그일도 #래이니북스,https://ridibooks.com/books/3075003690
2026-08-24,리디북스,3,이혼 절대 사수!,우윤소,2026-08-14,별점(리뷰수),4.6(678),#현대물 #19+ #첫사랑 #까칠남 #애증 #선결혼후연애 #소유욕/독점욕/질투 #능력남 #집착남 #오만남 #계략녀 #유혹녀 #짝사랑녀 #별점500개이상 #5000~1만원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #우윤소 #몽블랑,https://ridibooks.com/books/120110169
2026-08-24,리디북스,4,열애영화,한종려,2026-08-19,별점(리뷰수),4.4(364),#현대물 #19+ #동거 #첫사랑 #신파 #상처남 #나쁜남자 #후회남 #절륜남 #상처녀 #잔잔물 #애증 #갑을관계 #몸정>맘정 #소유욕/독점욕/질투 #운명적사랑 #능력남 #집착남 #냉정남 #무심남 #오만남 #존댓말남 #능력녀 #직진녀 #다정녀 #짝사랑녀 #순정녀 #동정녀 #외유내강 #별점100개이상 #5000~1만원 #10%할인 #고수위 #평점4점이상 #리뷰100개이상 #단행본 #한종려 #몽블랑,https://ridibooks.com/books/120110589
2026-08-24,리디북스,5,"불청객, 범",서혜은,2026-08-20,별점(리뷰수),4.7(323),#현대물 #로맨틱코미디 #원나잇 #절륜남 #계략남 #상처녀 #소유욕/독점욕/질투 #능력남 #집착남 #별점100개이상 #5000~1만원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #서혜은 #에피카 스튜디오,https://ridibooks.com/books/5754003845
2026-08-24,리디북스,6,서울에서 남자애 하나가 내려왔다더라,견우,2026-08-14,별점(리뷰수),4.7(891),#현대물 #학원물 #첫사랑 #재회물 #친구>연인 #까칠남 #상처남 #순정남 #동정남 #다정남 #상처녀 #오해 #카리스마남 #재벌남 #애증 #신분차이 #소유욕/독점욕/질투 #운명적사랑 #뇌섹남 #능력남 #직진남 #집착남 #짝사랑남 #평범녀 #능글녀 #다정녀 #후회녀 #짝사랑녀 #순정녀 #동정녀 #무심녀 #털털녀 #조신남 #츤데레남 #별점500개이상 #5000~1만원 #리뷰500개이상 #10%할인 #평점4점이상 #단행본 #견우 #SOME,https://ridibooks.com/books/4865000493
2026-08-24,리디북스,7,이주,스무이레,2026-08-07,별점(리뷰수),"4.7(1,688)",#현대물 #첫사랑 #재회물 #순정남 #다정남 #절륜남 #계략남 #상처녀 #능글남 #재벌남 #애잔물 #법조계 #권선징악 #오래된연인 #소유욕/독점욕/질투 #운명적사랑 #뇌섹남 #능력남 #사이다남 #직진남 #애교남 #유혹남 #집착남 #짝사랑남 #대형견남 #뇌섹녀 #능력녀 #사이다녀 #다정녀 #짝사랑녀 #순정녀 #철벽녀 #까칠녀 #외유내강 #걸크러시 #별점1000개이상 #5000~1만원 #리뷰1000개이상 #10%할인 #평점4점이상 #단행본 #스무이레 #신영미디어,https://ridibooks.com/books/211058233
2026-08-24,리디북스,8,사채업자 집에 입주교사로 들어가면,최리나,2026-08-21,별점(리뷰수),4.5(129),#현대물 #나이차커플 #로맨틱코미디 #사제지간 #첫사랑 #동정남 #절륜남 #계략남 #순진녀 #카리스마남 #조직/암흑가 #몸정>맘정 #소유욕/독점욕/질투 #유혹남 #존댓말남 #평범녀 #츤데레남 #별점100개이상 #3000~5000원 #10%할인 #평점4점이상 #리뷰100개이상 #최리나 #닉스,https://ridibooks.com/books/6167000350
